id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
42,59.995678,arp,-,INT,2,0,92,0,0.016668,0,0,6.133775,0.0,0,0,59998.2,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
43,0.757295,tcp,-,FIN,10,6,534,268,19.80734,254,252,5081.243164,2366.316895,2,1,84.023333,123.799203,4064.836863,186.487812,255,1416292821,1856664256,255,0.226895,0.138291,0.088604,53,45,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Normal,0
44,0.759306,tcp,-,FIN,10,8,534,354,22.388865,254,252,5067.785645,3266.140381,2,1,84.242667,98.501711,4716.886723,140.050609,255,2545019062,3292860217,255,0.172317,0.069791,0.102526,53,44,0,0,5,1,1,1,1,3,0,0,0,1,3,0,Normal,0
45,1.294036,tcp,-,FIN,10,8,2516,354,13.137192,254,252,14002.70117,1916.484497,2,1,143.781778,173.331141,9390.189727,257.271375,255,1381018516,1985881197,255,0.135361,0.079802,0.055559,252,44,0,0,2,1,1,1,1,2,0,0,0,1,3,0,Normal,0
50,0.990548,tcp,http,FIN,10,10,804,1414,19.181301,62,252,5847.268066,10281.17773,2,2,110.060889,100.616555,7172.956819,143.497953,255,1528762476,1066585482,255,0.181441,0.084249,0.097192,80,141,1,261,2,1,18,1,1,2,0,0,1,1,2,0,Normal,0
51,0.655618,tcp,-,FIN,10,6,534,268,22.879176,254,252,5869.271484,2733.298828,2,1,69.326,107.047,3518.358106,160.930422,255,740536776,1008520884,255,0.199328,0.120374,0.078954,53,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
52,0.810167,tcp,-,FIN,10,8,2516,354,20.983328,254,252,22365.75781,3061.097168,2,1,83.946222,98.96643,5467.042547,158.574391,255,811780886,2226389848,255,0.21379,0.117396,0.096394,252,44,0,0,17,1,1,1,1,3,0,0,0,1,3,0,Normal,0
53,14.846565,tcp,-,REQ,22,0,990,0,1.414469,254,0,509.208679,0.0,21,0,706.979312,0.0,965.398187,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,4,3,3,14,0,0,0,3,15,0,Normal,0
54,14.846565,tcp,-,REQ,22,0,990,0,1.414469,254,0,509.208679,0.0,21,0,706.979312,0.0,965.398187,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,4,3,3,14,0,0,0,3,15,0,Normal,0
55,14.846565,tcp,-,REQ,22,0,990,0,1.414469,254,0,509.208679,0.0,21,0,706.979312,0.0,965.398187,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,4,3,3,14,0,0,0,3,15,0,Normal,0
60,14.355273,tcp,-,REQ,20,0,900,0,1.323555,254,0,476.47995,0.0,19,0,755.540687,0.0,1095.4585,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0
61,15.53235,tcp,-,REQ,20,0,900,0,1.223253,254,0,440.371246,0.0,19,0,817.492125,0.0,1294.16175,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0
62,15.590977,tcp,-,REQ,20,0,900,0,1.218654,254,0,438.715302,0.0,19,0,820.57775,0.0,1301.85075,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0
63,15.53235,tcp,-,REQ,20,0,900,0,1.223253,254,0,440.371246,0.0,19,0,817.492125,0.0,1294.16175,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0
64,15.53235,tcp,-,REQ,20,0,900,0,1.223253,254,0,440.371246,0.0,19,0,817.492125,0.0,1294.16175,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0
65,15.590977,tcp,-,REQ,20,0,900,0,1.218654,254,0,438.715302,0.0,19,0,820.57775,0.0,1301.85075,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0
70,15.979696,tcp,-,REQ,18,0,810,0,1.06385,254,0,382.985992,0.0,17,0,939.982125,0.0,1630.5805,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,Normal,0
71,15.226356,tcp,-,REQ,18,0,810,0,1.116485,254,0,401.934662,0.0,17,0,895.668,0.0,1477.873125,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,Normal,0
72,15.979696,tcp,-,REQ,18,0,810,0,1.06385,254,0,382.985992,0.0,17,0,939.982125,0.0,1630.5805,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,Normal,0
73,1.303518,tcp,http,FIN,12,8,898,1120,14.575939,62,252,5057.083984,6014.492676,2,2,118.501635,175.467,6491.561713,252.408328,255,1182907296,802589817,255,0.140062,0.07451,0.065552,75,140,1,157,1,1,1,1,1,1,0,0,1,2,1,0,Normal,0
74,15.226356,tcp,-,REQ,18,0,810,0,1.116485,254,0,401.934662,0.0,17,0,895.668,0.0,1477.873125,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,Normal,0
75,15.374568,tcp,-,REQ,16,0,720,0,0.975637,254,0,351.22937,0.0,15,0,1024.971188,0.0,1831.659375,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,3,3,3,17,0,0,0,3,17,0,Normal,0
80,16.76671,tcp,-,REQ,14,0,630,0,0.775346,254,0,279.124512,0.0,13,0,1289.747,0.0,2508.6645,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0
81,16.76671,tcp,-,REQ,14,0,630,0,0.775346,254,0,279.124512,0.0,13,0,1289.747,0.0,2508.6645,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0
82,15.40279,tcp,-,REQ,14,0,630,0,0.844003,254,0,303.841064,0.0,13,0,1184.83,0.0,2188.4775,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0
83,16.448053,tcp,-,REQ,14,0,630,0,0.790367,254,0,284.532166,0.0,13,0,1265.234875,0.0,2435.79,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0
84,2.462774,tcp,-,FIN,10,8,2516,354,6.902785,254,252,7357.556641,1006.994507,2,1,273.641556,328.576719,17425.54618,481.345844,255,3840327893,3548556327,255,0.2792,0.162075,0.117125,252,44,0,0,18,1,1,1,1,1,0,0,0,10,1,0,Normal,0
85,1.047169,tcp,-,FIN,10,8,534,354,16.234247,254,252,3674.669678,2368.290283,2,1,116.352111,132.691281,7064.833854,172.447047,255,3922662296,186468384,255,0.171522,0.11764,0.053882,53,44,0,0,3,1,1,1,1,2,0,0,0,2,2,0,Normal,0
90,2.417396,tcp,http,FIN,12,10,896,1142,8.687033,62,252,2720.282471,3402.007568,2,2,219.671639,251.911219,13318.12168,368.903437,255,1647371567,938705912,255,0.301504,0.150194,0.15131,75,114,1,126,1,1,2,1,1,1,0,0,1,1,1,0,Normal,0
91,16.044233,tcp,-,REQ,12,0,540,0,0.685605,254,0,246.817657,0.0,11,0,1458.56675,0.0,2845.959,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,5,2,2,7,0,0,0,5,8,0,Normal,0
92,16.352577,tcp,-,REQ,12,0,540,0,0.672677,254,0,242.163666,0.0,11,0,1486.598,0.0,2934.0635,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,5,3,3,7,0,0,0,5,8,0,Normal,0
93,16.044233,tcp,-,REQ,12,0,540,0,0.685605,254,0,246.817657,0.0,11,0,1458.56675,0.0,2845.959,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,2,1,1,17,0,0,0,1,17,0,Normal,0
94,16.352577,tcp,-,REQ,12,0,540,0,0.672677,254,0,242.163666,0.0,11,0,1486.598,0.0,2934.0635,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,5,3,3,7,0,0,0,5,8,0,Normal,0
95,16.352577,tcp,-,REQ,12,0,540,0,0.672677,254,0,242.163666,0.0,11,0,1486.598,0.0,2934.0635,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,5,3,3,7,0,0,0,5,8,0,Normal,0
100,1.979445,tcp,http,FIN,10,10,810,1228,9.59865,62,252,2946.280518,4469.939941,2,2,219.938333,211.908,14679.52685,514.389156,255,504743724,17824254,255,0.14109,0.071357,0.069733,81,123,1,168,2,1,1,1,1,2,0,0,1,1,2,0,Normal,0
101,15.102544,tcp,-,REQ,10,0,450,0,0.595926,254,0,214.533401,0.0,9,0,1678.0605,0.0,3601.72875,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,2,2,2,11,0,0,0,3,11,0,Normal,0
102,1.763225,tcp,-,FIN,10,8,2516,354,9.641424,254,252,10276.62402,1406.513672,2,1,193.716111,229.543281,11342.30539,425.373531,255,732537965,857310543,255,0.228211,0.156418,0.071793,252,44,0,0,8,1,1,1,1,1,0,0,0,3,1,0,Normal,0
103,0.651652,tcp,-,FIN,10,6,534,268,23.018422,254,252,5904.992188,2749.934082,2,1,68.209889,112.848203,3503.393362,172.291953,255,573378078,3844895218,255,0.191544,0.087402,0.104142,53,45,0,0,5,1,1,1,1,3,0,0,0,1,3,0,Normal,0
104,15.684376,tcp,-,REQ,10,0,450,0,0.573819,254,0,206.575012,0.0,9,0,1742.7085,0.0,3773.5005,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,2,2,2,7,0,0,0,3,8,0,Normal,0
105,15.684376,tcp,-,REQ,10,0,450,0,0.573819,254,0,206.575012,0.0,9,0,1742.7085,0.0,3773.5005,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,2,2,2,7,0,0,0,3,8,0,Normal,0
110,16.131804,tcp,-,REQ,8,0,360,0,0.433925,254,0,156.213165,0.0,7,0,2304.54325,0.0,4770.138,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,2,2,2,11,0,0,0,2,11,0,Normal,0
111,0.717487,tcp,-,FIN,10,6,534,268,20.906303,254,252,5363.163574,2497.606201,2,1,66.388333,126.871,3284.802132,162.022297,255,4059060577,1649278110,255,0.132444,0.083125,0.049319,53,45,0,0,3,1,1,1,1,2,0,0,0,2,2,0,Normal,0
112,16.488672,tcp,-,REQ,6,0,270,0,0.303238,254,0,109.165855,0.0,5,0,3297.7345,0.0,6174.6335,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,5,2,2,11,0,0,0,5,11,0,Normal,0
113,0.874834,tcp,-,FIN,10,8,2516,354,19.432258,254,252,20712.5,2834.823486,2,1,97.190556,104.87743,5023.861708,182.480562,255,2138990264,4013507049,255,0.228169,0.140685,0.087484,252,44,0,0,12,1,1,1,1,3,0,0,0,2,3,0,Normal,0
114,16.800188,tcp,-,REQ,6,0,270,0,0.297616,254,0,107.141655,0.0,5,0,3360.0375,0.0,6278.833,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,1,1,1,9,0,0,0,2,9,0,Normal,0
115,16.488672,tcp,-,REQ,6,0,270,0,0.303238,254,0,109.165855,0.0,5,0,3297.7345,0.0,6174.6335,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,5,2,2,11,0,0,0,5,11,0,Normal,0
120,17.272808,tcp,-,REQ,4,0,180,0,0.173683,254,0,62.526024,0.0,3,0,5757.6025,0.0,8142.4755,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,8,2,2,9,0,0,0,9,9,0,Normal,0
121,17.267853,tcp,-,REQ,4,0,180,0,0.173733,254,0,62.543964,0.0,3,0,5755.9505,0.0,8140.131,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,8,2,2,9,0,0,0,9,9,0,Normal,0
122,17.267853,tcp,-,REQ,4,0,180,0,0.173733,254,0,62.543964,0.0,3,0,5755.9505,0.0,8140.131,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,8,2,2,9,0,0,0,9,9,0,Normal,0
123,0.869206,tcp,-,FIN,10,6,534,268,17.257129,254,252,4427.028809,2061.651611,2,1,89.176556,152.091797,4647.90085,215.683547,255,1130834393,1765038992,255,0.2012,0.108745,0.092455,53,45,0,0,4,1,1,1,1,3,0,0,0,1,3,0,Normal,0
124,19.176811,tcp,-,REQ,4,0,180,0,0.156439,254,0,56.31802,0.0,3,0,6392.2705,0.0,9040.03,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,8,2,2,9,0,0,0,9,9,0,Normal,0
125,17.272808,tcp,-,REQ,4,0,180,0,0.173683,254,0,62.526024,0.0,3,0,5757.6025,0.0,8142.4755,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,8,2,2,9,0,0,0,9,9,0,Normal,0
130,0.724897,tcp,-,FIN,10,6,534,268,20.692594,254,252,5308.340332,2472.075195,2,1,78.324111,114.136,4176.591702,179.829109,255,1754390776,3920969527,255,0.305671,0.154212,0.151459,53,45,0,0,4,1,1,1,1,3,0,0,0,1,3,0,Normal,0
131,1.625287,tcp,http,FIN,12,8,876,1182,11.690243,62,252,3952.532471,5094.484863,2,2,147.753369,221.341281,7502.326999,308.739156,255,1189974610,4041664482,255,0.184153,0.075141,0.109012,73,148,1,189,1,1,2,1,1,1,0,0,1,1,1,0,Normal,0
132,1.739142,tcp,-,FIN,10,8,2516,354,9.774935,254,252,10418.93066,1425.990601,2,1,193.200556,237.767719,11446.07773,345.173906,255,2807919407,90823043,255,0.155534,0.074759,0.080775,252,44,0,0,12,1,1,1,1,3,0,0,0,1,3,0,Normal,0
133,0.885835,tcp,-,FIN,10,6,534,268,16.933176,254,252,4343.924316,2022.950073,2,1,98.388333,146.184594,4828.08777,224.065016,255,1049614339,2314763912,255,0.264407,0.154903,0.109504,53,45,0,0,4,1,1,1,1,3,0,0,0,2,3,0,Normal,0
134,1.179485,tcp,-,FIN,10,8,534,354,14.413071,254,252,3262.440918,2102.612549,2,1,131.053889,157.24,7212.306954,296.206062,255,2521601668,1350177862,255,0.153475,0.059793,0.093682,53,44,0,0,5,1,1,1,1,2,0,0,0,2,2,0,Normal,0
135,1.318945,tcp,-,FIN,10,8,2516,354,12.889089,254,252,13738.25195,1880.290649,2,1,139.290556,176.796141,8370.505282,290.400688,255,194472982,3611257216,255,0.141348,0.081363,0.059985,252,44,0,0,1,1,2,1,1,1,0,0,0,1,2,0,Normal,0
140,1.49338,tcp,http,FIN,10,10,822,1378,12.722817,62,252,3964.161865,6648.006836,2,2,165.843111,154.136328,9429.113098,361.663156,255,2803389328,344484475,255,0.24616,0.106148,0.140012,82,138,1,190,4,1,19,3,3,4,0,0,9,3,4,0,Normal,0
141,1.450415,tcp,-,FIN,10,8,2516,354,11.720783,254,252,12492.97559,1709.855469,2,1,161.142778,196.436281,10739.8817,272.772906,255,2169276756,153020640,255,0.148026,0.075352,0.072674,252,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Normal,0
142,1.45018,tcp,-,FIN,10,8,534,354,11.722682,254,252,2653.463623,1710.132446,2,1,161.131111,186.609422,10858.87348,275.466563,255,676216202,1044137019,255,0.147977,0.075253,0.072724,53,44,0,0,3,1,1,1,1,2,0,0,0,2,2,0,Normal,0
143,1.302269,tcp,-,FIN,10,8,534,354,13.054139,254,252,2954.842773,1904.36853,2,1,131.686,173.98,9299.015842,230.862594,255,1096251361,3075233536,255,0.162513,0.084404,0.078109,53,44,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Normal,0
144,1.20946,tcp,http,FIN,10,8,816,1294,14.055859,62,252,4861.673828,7494.253418,2,2,134.384444,161.683141,8559.975615,332.885312,255,4178422368,2909803900,255,0.160495,0.076835,0.08366,82,162,1,245,4,1,1,1,1,4,0,0,1,1,5,0,Normal,0
145,0.638839,tcp,-,FIN,10,6,2516,268,23.480094,254,252,28363.95313,2805.088623,2,1,67.101111,99.882797,3558.53123,152.201516,255,2761340365,4249137715,255,0.223974,0.139422,0.084552,252,45,0,0,2,1,1,1,1,2,0,0,0,2,3,0,Normal,0
150,0.720965,tcp,http,FIN,10,8,800,1246,23.579507,62,252,7989.291992,12105.99609,2,2,80.107222,93.228859,4202.933493,149.406563,255,3269906757,2745857208,255,0.142953,0.067697,0.075256,80,156,1,221,2,1,20,1,1,2,0,0,1,1,2,0,Normal,0
151,0.650809,tcp,-,FIN,10,6,2516,268,23.048237,254,252,27842.27148,2753.496094,2,1,65.168778,105.39,3580.068927,150.487172,255,1790221268,1361794474,255,0.286305,0.12385,0.162455,252,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
152,1.09756,tcp,http,FIN,10,10,792,1140,17.311126,62,252,5196.981934,7478.40625,2,2,121.937222,113.950555,7823.68249,154.534266,255,365998042,2150456672,255,0.149633,0.072004,0.077629,79,114,1,125,2,1,1,1,1,2,0,0,1,1,2,0,Normal,0
153,0.847027,tcp,-,FIN,10,6,534,268,17.708999,254,252,4542.948242,2115.63501,2,1,90.553,146.489,4881.42292,226.545547,255,854834386,928619636,255,0.265274,0.114578,0.150696,53,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
154,0.698707,tcp,-,FIN,10,6,2516,268,21.468227,254,252,25933.61719,2564.737549,2,1,72.785,117.88,3880.991189,184.798297,255,2697171862,79615878,255,0.203594,0.109304,0.09429,252,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
155,1.058935,tcp,-,FIN,10,8,2516,354,16.053865,254,252,17111.53125,2341.975586,2,1,117.649444,141.687141,7825.927286,202.278828,255,2876010731,1773399987,255,0.15398,0.067118,0.086862,252,44,0,0,3,1,1,1,1,2,0,0,0,2,2,0,Normal,0
160,0.685279,tcp,-,FIN,10,6,534,268,21.888895,254,252,5615.230957,2614.993164,2,1,63.285444,108.015,3505.66538,138.291359,255,2270531088,1239868836,255,0.236791,0.145203,0.091588,53,45,0,0,5,1,1,1,1,3,0,0,0,2,3,0,Normal,0
161,0.874161,tcp,http,FIN,10,10,796,1192,21.735126,62,252,6561.720215,9819.701172,2,2,97.129,86.873555,5342.234208,160.059984,255,3592259928,3043092096,255,0.174053,0.091674,0.082379,80,119,1,151,2,1,1,1,1,1,0,0,1,1,1,0,Normal,0
162,0.633507,tcp,-,FIN,10,6,2516,268,23.677717,254,252,28602.68164,2828.697998,2,1,66.765333,112.086602,3599.072528,181.029141,255,2985558268,2856325946,255,0.15334,0.073071,0.080269,252,45,0,0,18,1,1,1,1,1,0,0,0,2,1,0,Normal,0
163,0.418529,tcp,-,FIN,10,6,534,268,35.83981,254,252,9194.105469,4281.662598,2,1,43.467333,66.652203,2208.951184,89.613461,255,1570613953,2907579949,255,0.155128,0.08526,0.069868,53,45,0,0,5,1,2,2,1,3,0,0,0,2,3,0,Normal,0
164,9.734114,tcp,-,REQ,12,0,540,0,1.130046,254,0,406.816711,0.0,11,0,884.919437,0.0,1438.30125,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,11,2,2,18,0,0,0,11,17,0,Normal,0
165,9.05373,tcp,-,REQ,12,0,540,0,1.214969,254,0,437.388794,0.0,11,0,823.066375,0.0,1273.996375,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,11,2,2,18,0,0,0,11,17,0,Normal,0
170,8.232217,tcp,-,REQ,12,0,540,0,1.336214,254,0,481.036896,0.0,11,0,748.383375,0.0,1073.022,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,11,2,2,18,0,0,0,11,17,0,Normal,0
171,9.492497,tcp,-,REQ,12,0,540,0,1.15881,254,0,417.17157,0.0,11,0,862.95425,0.0,1377.74275,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,11,2,2,18,0,0,0,11,17,0,Normal,0
172,1.139638,tcp,-,FIN,10,8,534,354,14.917018,254,252,3376.510986,2176.129639,2,1,126.522667,138.379141,7527.464104,177.597625,255,516089707,2848975953,255,0.272878,0.170975,0.101903,53,44,0,0,5,1,2,2,1,3,0,0,0,2,3,0,Normal,0
